Time,Temperature,Dew_Point,Humidity,Wind,Wind_Speed,Wind_Gust,Pressure,Precipitation,Condition,Date
23:33,31,27,85,ENE,3,0,30.46,0,Light Snow,1/12/2019
23:39,31,27,85,CALM,0,0,30.46,0,Light Snow,1/12/2019
23:47,30,27,86,E,3,0,30.45,0,Light Snow,1/12/2019
23:52,31,27,85,ENE,5,0,30.45,0,Light Snow,1/12/2019
23:58,31,27,85,ENE,5,0,30.45,0,Light Snow,1/12/2019
0:09,31,27,85,ENE,6,0,30.44,0,Light Snow,1/13/2019
0:16,31,27,85,ENE,6,0,30.44,0,Light Snow,1/13/2019
0:22,31,27,85,ENE,6,0,30.43,0,Light Snow,1/13/2019
0:52,31,27,85,E,5,0,30.42,0,Light Snow,1/13/2019
0:55,31,27,85,E,6,0,30.43,0,Light Snow,1/13/2019
1:01,31,27,85,E,6,0,30.42,0,Light Snow,1/13/2019
1:12,31,27,85,ENE,3,0,30.42,0,Light Snow,1/13/2019
1:23,31,27,85,E,5,0,30.42,0,Light Snow,1/13/2019
1:34,31,27,85,E,7,0,30.41,0,Light Snow,1/13/2019
1:40,31,26,82,E,7,0,30.41,0,Light Snow,1/13/2019
1:52,31,27,85,ENE,6,0,30.41,0,Light Snow,1/13/2019
1:57,31,27,85,ENE,6,0,30.41,0,Light Snow,1/13/2019
2:30,30,27,88,ENE,6,0,30.41,0,Light Snow,1/13/2019
2:35,30,27,88,ENE,7,0,30.41,0,Light Snow,1/13/2019
2:52,30,27,88,NE,8,0,30.4,0,Light Snow,1/13/2019
3:52,30,26,85,ENE,12,0,30.38,0,Snow,1/13/2019
4:03,30,27,88,ENE,9,0,30.38,0,Light Snow,1/13/2019
