Time,Temperature,Dew_Point,Humidity,Wind,Wind_Speed,Wind_Gust,Pressure,Precipitation,Condition,Date
10:58,24,16,71,NW,20,30,29.68,0,Light Snow,1/4/2018
11:02,24,16,71,NW,21,30,29.67,0,Light Snow / Windy,1/4/2018
11:25,24,17,75,NW,18,28,29.67,0,Light Snow,1/4/2018
11:30,24,17,75,NW,21,28,29.67,0,Light Snow / Windy,1/4/2018
11:52,25,16,69,NW,21,30,29.65,0,Light Snow / Windy,1/4/2018
12:25,26,13,58,NNW,26,37,29.64,0,Cloudy / Windy,1/4/2018
12:52,26,12,55,NW,28,44,29.64,0,Cloudy / Windy,1/4/2018
13:52,27,10,49,NNW,22,37,29.65,0,Cloudy / Windy,1/4/2018
14:52,27,9,47,NW,21,37,29.67,0,Cloudy / Windy,1/4/2018
15:52,26,7,44,NW,17,36,29.7,0,Cloudy,1/4/2018
16:52,24,5,44,WNW,22,38,29.73,0,Partly Cloudy / Windy,1/4/2018
17:52,23,4,44,NW,22,33,29.76,0,Fair / Windy,1/4/2018
18:52,21,3,46,WNW,15,29,29.79,0,Partly Cloudy,1/4/2018
19:52,20,1,44,WNW,26,41,29.83,0,Partly Cloudy / Windy,1/4/2018
20:52,19,0,43,NW,23,36,29.86,0,Partly Cloudy / Windy,1/4/2018
21:52,18,-1,44,NW,15,28,29.88,0,Fair,1/4/2018
22:52,16,-3,43,NW,9,21,29.9,0,Fair,1/4/2018
23:52,16,-3,43,WNW,16,29,29.93,0,Partly Cloudy,1/4/2018
0:52,15,-4,43,WNW,18,28,29.92,0,Partly Cloudy,1/5/2018
1:52,14,-5,43,WNW,17,31,29.94,0,Partly Cloudy,1/5/2018
2:52,14,-4,45,WNW,18,24,29.97,0,Partly Cloudy,1/5/2018
3:52,14,-5,43,WNW,22,29,29.98,0,Partly Cloudy / Windy,1/5/2018
4:52,14,-4,45,W,17,26,29.99,0,Partly Cloudy,1/5/2018
5:52,13,-6,43,WNW,18,28,30.01,0,Partly Cloudy,1/5/2018
6:52,13,-5,45,WNW,16,28,30.03,0,Partly Cloudy,1/5/2018
7:52,13,-5,45,WNW,6,30,30.06,0,Fair,1/5/2018
8:52,15,-5,41,WNW,17,35,30.08,0,Fair,1/5/2018
9:52,16,-5,39,WNW,20,38,30.12,0,Partly Cloudy,1/5/2018
10:52,17,-5,37,NW,23,33,30.13,0,Fair / Windy,1/5/2018
11:52,19,-4,36,NW,21,35,30.11,0,Fair / Windy,1/5/2018
12:52,20,-3,37,WNW,15,21,30.11,0,Fair,1/5/2018
13:52,21,-5,32,WNW,17,26,30.11,0,Fair,1/5/2018
14:52,20,-6,32,WNW,20,33,30.13,0,Fair,1/5/2018
15:52,20,-7,30,WNW,22,33,30.15,0,Fair / Windy,1/5/2018
16:52,18,-7,33,WNW,15,24,30.19,0,Fair,1/5/2018
17:52,17,-7,34,W,12,0,30.21,0,Fair,1/5/2018
18:52,17,-7,34,NW,13,22,30.23,0,Partly Cloudy,1/5/2018
19:52,16,-7,36,WNW,8,0,30.24,0,Fair,1/5/2018
20:40,16,-6,38,W,13,17,30.25,0,Fair,1/5/2018
20:52,16,-6,38,WNW,10,26,30.26,0,Fair,1/5/2018
21:52,16,-5,39,WNW,13,25,30.26,0,Fair,1/5/2018
22:52,15,-6,39,WNW,9,18,30.28,0,Fair,1/5/2018
23:52,15,-6,39,WNW,10,0,30.29,0,Fair,1/5/2018
0:52,15,-5,41,W,10,21,30.28,0,Fair,1/6/2018
1:52,14,-4,45,WNW,8,0,30.3,0,Fair,1/6/2018
2:52,14,-4,45,WNW,12,0,30.32,0,Fair,1/6/2018
3:52,13,-6,43,NW,12,20,30.33,0,Fair,1/6/2018
4:52,12,-7,42,NW,12,20,30.35,0,Fair,1/6/2018
5:52,11,-7,44,NW,15,22,30.37,0,Fair,1/6/2018
6:52,11,-7,44,WNW,12,0,30.39,0,Fair,1/6/2018
7:52,11,-6,47,NW,9,0,30.41,0,Fair,1/6/2018
8:52,13,-6,43,WNW,10,0,30.44,0,Partly Cloudy,1/6/2018
9:52,15,-6,39,WNW,12,21,30.46,0,Fair,1/6/2018
10:52,16,-6,38,W,16,23,30.46,0,Partly Cloudy,1/6/2018
11:52,18,-6,35,WNW,22,26,30.43,0,Fair / Windy,1/6/2018
12:52,18,-7,33,WNW,17,28,30.41,0,Fair,1/6/2018
13:52,20,-7,30,WNW,20,32,30.4,0,Fair,1/6/2018
14:52,20,-7,30,WNW,17,31,30.41,0,Fair,1/6/2018
15:52,19,-8,30,NW,17,29,30.43,0,Fair,1/6/2018
16:52,18,-8,31,NW,17,25,30.46,0,Fair,1/6/2018
17:52,17,-8,33,NW,12,24,30.48,0,Fair,1/6/2018
18:52,16,-7,36,NW,13,0,30.51,0,Fair,1/6/2018
19:52,15,-6,39,NW,9,18,30.52,0,Fair,1/6/2018
20:52,15,-5,41,NW,14,20,30.54,0,Fair,1/6/2018
21:52,14,-4,45,NW,10,22,30.55,0,Fair,1/6/2018
22:52,14,-4,45,NW,15,21,30.57,0,Fair,1/6/2018
23:52,13,-5,45,NW,13,21,30.58,0,Fair,1/6/2018
0:52,12,-5,46,NNW,9,0,30.59,0,Fair,1/7/2018
1:52,11,-5,49,NW,13,0,30.6,0,Partly Cloudy,1/7/2018
2:52,11,-5,49,NW,10,0,30.62,0,Fair,1/7/2018
3:52,11,-5,49,NNW,6,0,30.63,0,Fair,1/7/2018
4:52,10,-4,53,NNW,9,0,30.62,0,Cloudy,1/7/2018
5:52,9,-4,56,NNW,8,0,30.64,0,Partly Cloudy,1/7/2018
6:52,10,-4,53,NW,9,0,30.65,0,Partly Cloudy,1/7/2018
7:52,10,-4,53,NNW,8,0,30.67,0,Partly Cloudy,1/7/2018
8:52,13,-3,49,N,6,0,30.68,0,Cloudy,1/7/2018
9:52,15,-3,45,N,7,0,30.69,0,Fair,1/7/2018
10:52,18,-4,38,N,6,0,30.68,0,Fair,1/7/2018
11:52,19,-4,36,CALM,0,0,30.63,0,Fair,1/7/2018
12:52,21,-3,35,SE,6,0,30.58,0,Partly Cloudy,1/7/2018
13:52,22,-1,37,S,10,0,30.56,0,Cloudy,1/7/2018
14:52,23,-5,29,S,9,0,30.53,0,Cloudy,1/7/2018
15:52,23,-3,32,SSW,12,0,30.53,0,Mostly Cloudy,1/7/2018
16:52,22,-2,35,S,12,0,30.51,0,Mostly Cloudy,1/7/2018
17:52,21,1,42,S,12,0,30.51,0,Cloudy,1/7/2018
18:52,20,2,46,S,9,0,30.5,0,Cloudy,1/7/2018
19:52,19,3,50,S,10,0,30.49,0,Mostly Cloudy,1/7/2018
20:52,20,4,50,S,14,0,30.46,0,Cloudy,1/7/2018
21:52,19,1,46,SSW,8,0,30.45,0,Mostly Cloudy,1/7/2018
22:52,19,1,46,S,12,0,30.43,0,Mostly Cloudy,1/7/2018
23:52,20,2,46,S,9,0,30.4,0,Cloudy,1/7/2018
0:52,20,1,44,SSW,10,0,30.37,0,Cloudy,1/8/2018
1:52,19,1,46,SSW,9,0,30.36,0,Cloudy,1/8/2018
2:52,20,2,46,S,8,0,30.34,0,Cloudy,1/8/2018
3:52,20,4,50,S,9,0,30.3,0,Cloudy,1/8/2018
4:52,20,3,48,S,8,0,30.29,0,Cloudy,1/8/2018
5:52,21,3,46,S,10,0,30.27,0,Cloudy,1/8/2018
6:52,21,3,46,SSW,9,0,30.27,0,Mostly Cloudy,1/8/2018
7:52,21,4,48,SSW,10,0,30.25,0,Fair,1/8/2018
8:52,24,5,44,S,9,0,30.24,0,Cloudy,1/8/2018
9:52,26,6,43,SSW,8,0,30.25,0,Cloudy,1/8/2018
10:52,30,10,43,S,12,0,30.23,0,Cloudy,1/8/2018
11:52,32,8,37,SSW,7,0,30.2,0,Cloudy,1/8/2018
12:52,34,8,34,SSW,9,0,30.19,0,Cloudy,1/8/2018
13:25,35,10,35,SSW,9,0,30.18,0,Wintry Mix,1/8/2018
13:52,36,12,37,S,7,0,30.15,0,Light Sleet,1/8/2018
14:52,36,18,48,S,12,0,30.13,0,Light Rain,1/8/2018
15:52,35,19,52,SSW,9,0,30.14,0,Cloudy,1/8/2018
16:52,34,26,73,S,8,0,30.13,0,Cloudy,1/8/2018
17:52,34,29,82,S,8,0,30.11,0,Light Rain,1/8/2018
18:52,35,32,89,SSW,5,0,30.11,0,Light Rain,1/8/2018
19:52,37,35,93,SSW,7,0,30.11,0,Light Rain,1/8/2018
20:52,38,37,97,SSW,7,0,30.1,0,Light Rain,1/8/2018
21:32,38,37,97,SSW,8,0,30.09,0,Cloudy,1/8/2018
21:52,39,37,93,S,10,0,30.09,0,Cloudy,1/8/2018
22:10,37,36,96,S,8,0,30.08,0,Cloudy,1/8/2018
22:21,37,36,96,S,9,0,30.08,0,Mostly Cloudy,1/8/2018
22:24,36,35,97,S,9,0,30.08,0,Mostly Cloudy,1/8/2018
22:52,38,37,97,SSW,5,0,30.08,0,Cloudy,1/8/2018
23:52,38,37,97,SSW,7,0,30.08,0,Mostly Cloudy,1/8/2018
0:03,38,37,97,SSW,8,0,30.08,0,Cloudy,1/9/2018
0:52,37,37,100,CALM,0,0,30.09,0,Cloudy,1/9/2018
0:57,37,36,96,CALM,0,0,30.09,0,Mostly Cloudy,1/9/2018
1:52,36,34,93,S,3,0,30.11,0,Mostly Cloudy,1/9/2018
1:58,35,33,92,S,5,0,30.11,0,Partly Cloudy,1/9/2018
2:52,35,34,96,S,9,0,30.12,0,Fair,1/9/2018
3:52,34,33,96,S,7,0,30.14,0,Fair,1/9/2018
4:42,33,33,100,S,8,0,30.15,0,Fog,1/9/2018
4:44,33,33,100,S,9,0,30.15,0,Fog,1/9/2018
4:47,34,34,100,S,9,0,30.15,0,Fog,1/9/2018
4:49,34,34,100,S,8,0,30.15,0,Fog,1/9/2018
4:52,33,33,100,S,8,0,30.15,0,Fog,1/9/2018
4:54,33,33,100,S,8,0,30.15,0,Fog,1/9/2018
5:09,34,34,100,S,7,0,30.15,0,Fog,1/9/2018
5:50,34,34,100,SSW,5,0,30.17,0,Fog,1/9/2018
5:52,33,33,100,SSW,5,0,30.17,0,Fog,1/9/2018
6:52,32,32,100,S,6,0,30.19,0,Fog,1/9/2018
7:04,32,32,100,S,5,0,30.2,0,Fog,1/9/2018
7:52,31,31,100,S,6,0,30.2,0,Fog,1/9/2018
8:04,31,31,100,SSE,5,0,30.2,0,Fog,1/9/2018
8:17,31,31,100,SSW,3,0,30.21,0,Fog,1/9/2018
8:49,30,30,100,S,9,0,30.23,0,Fog,1/9/2018
8:52,31,31,100,S,9,0,30.23,0,Fog,1/9/2018
9:01,31,31,100,S,12,0,30.23,0,Fog,1/9/2018
9:52,32,32,100,S,6,0,30.25,0,Fog,1/9/2018
10:06,33,33,100,SSW,5,0,30.25,0,Fog,1/9/2018
10:08,33,33,100,SSW,5,0,30.25,0,Fog,1/9/2018
10:11,33,33,100,SSW,5,0,30.25,0,Fog,1/9/2018
10:17,34,34,100,SSW,3,0,30.26,0,Fog,1/9/2018
10:23,34,34,100,S,3,0,30.26,0,Mostly Cloudy,1/9/2018
10:52,36,35,97,S,7,0,30.26,0,Mostly Cloudy,1/9/2018
11:52,37,37,100,S,7,0,30.24,0,Mostly Cloudy,1/9/2018
12:52,42,37,82,S,5,0,30.23,0,Mostly Cloudy,1/9/2018
13:52,46,34,63,VAR,3,0,30.22,0,Mostly Cloudy,1/9/2018
14:52,51,31,46,NNW,13,17,30.23,0,Mostly Cloudy,1/9/2018
15:52,50,29,44,NNW,10,0,30.25,0,Partly Cloudy,1/9/2018
16:52,45,28,52,NNE,5,0,30.26,0,Partly Cloudy,1/9/2018
17:52,45,28,52,WSW,3,0,30.28,0,Mostly Cloudy,1/9/2018
18:52,40,29,65,S,3,0,30.3,0,Mostly Cloudy,1/9/2018
19:52,37,31,79,S,7,0,30.33,0,Mostly Cloudy,1/9/2018
20:52,39,31,73,CALM,0,0,30.35,0,Fair,1/9/2018
21:52,35,31,85,CALM,0,0,30.37,0,Mostly Cloudy,1/9/2018
22:52,33,29,85,N,3,0,30.38,0,Fair,1/9/2018
23:52,33,27,78,NNE,3,0,30.39,0,Fair,1/9/2018
0:52,31,27,85,NNE,5,0,30.39,0,Fair,1/10/2018
1:52,30,25,82,N,7,0,30.38,0,Fair,1/10/2018
2:52,31,24,76,NNW,6,0,30.4,0,Fair,1/10/2018
3:52,34,25,70,NNE,5,0,30.4,0,Fair,1/10/2018
4:52,31,25,79,CALM,0,0,30.42,0,Mostly Cloudy,1/10/2018
5:52,28,25,88,NNE,5,0,30.42,0,Mostly Cloudy,1/10/2018
6:52,31,26,82,NE,5,0,30.43,0,Cloudy,1/10/2018
7:52,32,27,82,CALM,0,0,30.46,0,Cloudy,1/10/2018
8:52,34,27,75,CALM,0,0,30.49,0,Cloudy,1/10/2018
9:52,36,27,70,CALM,0,0,30.49,0,Cloudy,1/10/2018
10:52,37,27,67,CALM,0,0,30.48,0,Cloudy,1/10/2018
11:52,40,27,60,SSW,5,0,30.46,0,Cloudy,1/10/2018
12:52,40,28,63,S,7,0,30.43,0,Cloudy,1/10/2018
13:52,40,28,63,S,7,0,30.4,0,Cloudy,1/10/2018
14:52,41,29,62,S,7,0,30.39,0,Cloudy,1/10/2018
15:52,42,30,62,S,3,0,30.38,0,Cloudy,1/10/2018
16:52,43,31,62,SSW,3,0,30.38,0,Cloudy,1/10/2018
17:52,40,31,70,SSE,3,0,30.38,0,Cloudy,1/10/2018
18:52,40,32,73,SSE,3,0,30.38,0,Cloudy,1/10/2018
19:52,41,31,67,ESE,6,0,30.4,0,Cloudy,1/10/2018
20:52,40,32,73,SSE,3,0,30.4,0,Cloudy,1/10/2018
21:52,41,32,70,CALM,0,0,30.4,0,Cloudy,1/10/2018
22:52,42,32,67,CALM,0,0,30.39,0,Cloudy,1/10/2018
23:52,40,32,73,CALM,0,0,30.38,0,Cloudy,1/10/2018
0:52,40,33,77,CALM,0,0,30.36,0,Cloudy,1/11/2018
1:52,41,33,73,CALM,0,0,30.36,0,Cloudy,1/11/2018
1:59,40,33,77,CALM,0,0,30.36,0,Cloudy,1/11/2018
2:52,40,33,77,CALM,0,0,30.35,0,Cloudy,1/11/2018
3:52,40,33,77,CALM,0,0,30.34,0,Cloudy,1/11/2018
4:52,41,33,73,CALM,0,0,30.33,0,Cloudy,1/11/2018
5:52,39,33,79,CALM,0,0,30.34,0,Cloudy,1/11/2018
6:52,40,33,77,CALM,0,0,30.36,0,Cloudy,1/11/2018
7:10,42,34,73,CALM,0,0,30.36,0,Cloudy,1/11/2018
7:29,39,33,79,CALM,0,0,30.36,0,Cloudy,1/11/2018
7:48,41,34,76,SE,3,0,30.37,0,Cloudy,1/11/2018
7:52,41,34,76,SE,3,0,30.37,0,Cloudy,1/11/2018
8:37,43,34,71,SSE,3,0,30.37,0,Cloudy,1/11/2018
8:52,43,34,71,SSE,5,0,30.37,0,Cloudy,1/11/2018
9:52,46,36,68,CALM,0,0,30.38,0,Mostly Cloudy,1/11/2018
10:28,48,37,66,CALM,0,0,30.38,0,Mostly Cloudy,1/11/2018
10:41,48,37,66,CALM,0,0,30.37,0,Mostly Cloudy,1/11/2018
10:52,48,37,66,CALM,0,0,30.37,0,Mostly Cloudy,1/11/2018
11:24,49,38,66,S,3,0,30.35,0,Cloudy,1/11/2018
11:39,50,38,63,S,3,0,30.34,0,Cloudy,1/11/2018
11:52,50,39,66,S,5,0,30.34,0,Cloudy,1/11/2018
12:52,55,43,64,S,5,0,30.29,0,Cloudy,1/11/2018
13:52,59,47,64,S,5,0,30.25,0,Cloudy,1/11/2018
14:52,62,49,62,S,6,0,30.23,0,Cloudy,1/11/2018
15:52,59,50,72,S,6,0,30.22,0,Mostly Cloudy,1/11/2018
16:52,58,49,72,SSE,8,0,30.21,0,Cloudy,1/11/2018
17:52,58,51,78,S,8,0,30.2,0,Cloudy,1/11/2018
18:52,58,52,81,S,10,0,30.19,0,Cloudy,1/11/2018
19:52,57,53,87,S,10,0,30.17,0,Cloudy,1/11/2018
20:05,57,54,89,S,8,0,30.16,0,Cloudy,1/11/2018
20:52,57,55,93,SSE,8,0,30.15,0,Cloudy,1/11/2018
20:59,56,54,93,SSE,7,0,30.14,0,Cloudy,1/11/2018
21:17,57,56,96,SSE,6,0,30.14,0,Cloudy,1/11/2018
21:45,59,57,93,S,8,0,30.13,0,Cloudy,1/11/2018
21:52,58,56,93,S,10,0,30.12,0,Cloudy,1/11/2018
22:52,57,55,93,S,9,0,30.09,0,Cloudy,1/11/2018
23:52,57,55,93,S,9,0,30.07,0,Cloudy,1/11/2018
0:52,58,56,93,S,9,0,30.04,0,Cloudy,1/12/2018
1:02,58,56,93,S,9,0,30.03,0,Cloudy,1/12/2018
1:16,59,57,93,S,8,0,30.02,0,Cloudy,1/12/2018
1:52,59,57,93,S,12,0,30,0,Cloudy,1/12/2018
2:52,60,58,93,SSE,14,0,29.96,0,Cloudy,1/12/2018
3:52,61,59,93,S,20,0,29.91,0,Light Rain,1/12/2018
4:52,60,59,96,S,15,22,29.89,0.1,Light Rain,1/12/2018
5:21,59,59,100,S,13,0,29.89,0,Light Rain,1/12/2018
5:24,59,59,100,S,14,0,29.89,0,Light Rain,1/12/2018
5:52,58,58,100,S,13,0,29.88,0.1,Light Rain,1/12/2018
6:05,59,59,100,S,15,0,29.88,0,Light Rain,1/12/2018
6:52,59,59,100,S,12,0,29.87,0,Light Rain,1/12/2018
7:05,58,58,100,S,12,0,29.87,0,Light Rain,1/12/2018
7:52,60,60,100,S,10,0,29.86,0,Cloudy,1/12/2018
8:07,58,58,100,S,12,0,29.86,0,Cloudy,1/12/2018
8:23,59,59,100,S,12,0,29.86,0,Cloudy,1/12/2018
8:52,60,60,100,S,9,0,29.85,0,Cloudy,1/12/2018
9:14,60,60,100,S,10,0,29.85,0,Light Rain,1/12/2018
9:52,59,59,100,S,14,0,29.85,0,Cloudy,1/12/2018
10:05,60,60,100,S,12,0,29.84,0,Light Rain,1/12/2018
10:12,61,61,100,S,10,0,29.84,0,Light Rain,1/12/2018
10:25,63,63,100,S,10,0,29.83,0,Light Rain,1/12/2018
10:48,63,63,100,S,10,0,29.82,0,Light Rain,1/12/2018
10:52,62,62,100,S,12,0,29.82,0.1,Light Rain,1/12/2018
11:52,61,61,100,S,13,0,29.77,0,Light Rain,1/12/2018
12:00,61,61,100,S,12,0,29.77,0,Light Rain,1/12/2018
12:33,62,62,100,S,12,0,29.75,0,Cloudy,1/12/2018
12:43,61,61,100,S,14,0,29.74,0,Cloudy,1/12/2018
12:52,62,62,100,S,14,0,29.73,0,Cloudy,1/12/2018
13:07,59,59,100,S,16,0,29.72,0,Cloudy,1/12/2018
13:23,60,60,100,S,15,0,29.71,0,Mostly Cloudy,1/12/2018
13:52,61,61,100,S,14,0,29.7,0,Cloudy,1/12/2018
14:52,63,62,97,S,12,0,29.68,0,Cloudy,1/12/2018
15:17,62,61,96,S,12,0,29.68,0,Patches of Fog,1/12/2018
15:41,63,61,93,S,12,0,29.67,0,Patches of Fog,1/12/2018
15:52,63,62,97,S,9,0,29.66,0,Patches of Fog,1/12/2018
16:52,62,62,100,S,12,0,29.64,0,Light Rain,1/12/2018
17:02,61,60,97,S,9,0,29.63,0,Light Rain,1/12/2018
17:52,62,61,96,S,9,0,29.61,0,Cloudy,1/12/2018
18:01,62,62,100,S,9,0,29.61,0,Cloudy,1/12/2018
18:52,63,63,100,S,8,0,29.59,0,Patches of Fog,1/12/2018
19:52,59,59,100,S,15,0,29.56,0,Light Rain,1/12/2018
20:05,59,59,100,S,15,0,29.56,0,Patches of Fog,1/12/2018
20:24,63,63,100,SSW,13,0,29.56,0,Light Rain,1/12/2018
20:33,64,64,100,S,14,21,29.55,0,Heavy Rain,1/12/2018
20:40,63,63,100,S,17,0,29.55,0.1,Light Rain,1/12/2018
20:52,64,63,96,S,15,26,29.55,0.1,Cloudy,1/12/2018
21:07,59,58,96,S,9,0,29.54,0,Light Rain,1/12/2018
21:16,59,59,100,S,8,0,29.53,0,Light Rain,1/12/2018
21:23,60,60,100,S,9,0,29.52,0,Light Rain,1/12/2018
21:38,59,59,100,S,9,0,29.5,0,Light Rain,1/12/2018
21:52,60,60,100,S,13,0,29.52,0,Patches of Fog,1/12/2018
22:04,58,58,100,S,9,0,29.5,0,Patches of Fog,1/12/2018
22:40,60,60,100,S,9,0,29.48,0,Cloudy,1/12/2018
